Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S02324,24,77,38,53,4.5,1
S02325,19,64,72,63,5.9,1
S02326,21,28,36,53,2.4,0
S02327,22,83,100,70,7.2,1
S02328,23,40,45,38,2.5,1
S02329,23,96,72,40,3.8,1
S02330,18,77,50,62,5.5,1
S02331,20,86,83,100,8.2,1
S02332,18,74,87,74,7.7,1
S02333,22,57,68,69,6.8,1
S02334,21,32,41,49,2.4,1
S02335,21,74,70,67,5.9,1
S02336,20,57,39,69,1.8,1
S02337,23,74,83,59,4.4,1
S02338,18,65,68,67,4.7,1
S02339,24,32,44,51,1.4,1
S02340,21,56,61,66,3.5,1
S02341,22,96,100,100,9.6,1
S02342,19,100,99,95,9.6,1
S02343,17,56,56,84,4.2,1
S02344,17,35,41,39,1.4,0
S02345,17,19,61,43,2.6,1
S02346,24,59,75,54,4.5,1
S02347,23,100,96,76,9.5,1
S02348,18,31,54,56,2.3,1
S02349,20,79,85,57,7.9,1
S02350,24,51,43,44,2.0,1
S02351,24,86,96,96,9.8,1
S02352,21,73,59,88,4.4,1
S02353,19,83,100,64,8.0,1
S02354,24,53,60,48,4.1,1
S02355,22,64,79,75,6.6,1
S02356,19,51,31,47,2.7,1
S02357,22,73,42,40,2.3,1
S02358,23,100,96,95,9.4,1
S02359,18,89,88,80,9.3,1
S02360,17,100,96,97,9.0,1
S02361,24,74,72,48,6.6,1
S02362,18,100,91,88,8.3,1
S02363,23,47,41,34,1.6,1
S02364,20,22,47,70,4.0,1
S02365,20,43,52,78,3.8,1
S02366,23,90,79,73,6.7,1
S02367,22,60,74,76,4.2,1
S02368,21,31,48,42,2.3,1
S02369,21,69,68,63,6.4,1
S02370,22,69,95,100,8.3,1
S02371,20,59,81,67,4.4,1
S02372,20,69,56,45,2.2,1
S02373,24,57,56,58,2.8,1
S02374,20,76,60,55,3.1,1
S02375,18,65,73,55,3.7,1
S02376,20,92,92,62,6.8,1
S02377,19,100,83,72,6.4,1
S02378,24,88,96,89,7.3,1
S02379,17,57,47,59,4.3,1
S02380,20,100,73,100,8.4,1
S02381,22,65,51,54,2.8,1
S02382,17,61,68,56,5.2,1
S02383,18,82,83,72,8.2,1
S02384,22,47,57,46,2.6,1
S02385,17,51,21,38,2.0,0
S02386,22,100,89,97,9.0,1
S02387,18,41,53,50,4.1,1
S02388,24,100,62,73,7.2,1
S02389,19,27,55,51,1.2,1
S02390,18,79,66,82,7.2,1
S02391,18,45,49,48,3.8,1
S02392,22,69,50,41,1.5,1
S02393,24,80,85,92,6.5,1
S02394,23,40,39,56,3.2,1
S02395,21,71,70,69,4.5,1
S02396,20,48,44,33,1.7,1
S02397,20,41,73,58,2.3,1
S02398,19,65,61,84,3.7,1
S02399,19,29,40,33,1.8,0
S02400,20,93,87,80,9.2,1
S02401,21,10,27,40,1.1,0
S02402,20,52,59,78,5.4,1
S02403,23,63,60,44,2.1,1
S02404,21,75,57,44,3.8,1
S02405,19,100,100,94,9.3,1
S02406,17,65,65,55,2.5,1
S02407,22,100,72,93,9.7,1
S02408,23,45,65,58,2.9,1
S02409,23,87,86,98,7.7,1
S02410,24,71,77,74,5.9,1
S02411,19,94,86,93,9.0,1
S02412,19,87,64,82,6.0,1
S02413,18,73,77,60,5.8,1
S02414,23,56,78,38,2.8,1
S02415,18,57,59,44,2.5,1
S02416,18,100,100,88,9.2,1
S02417,22,45,56,48,4.0,1
S02418,18,43,53,82,4.3,1
S02419,21,89,77,100,7.8,1
S02420,20,55,52,54,4.0,1
S02421,17,100,75,98,9.6,1
S02422,19,86,76,81,7.6,1
S02423,21,100,69,88,6.4,1
S02424,17,80,93,100,8.9,1
S02425,23,12,40,18,1.4,0
S02426,23,55,57,59,3.3,1
S02427,23,62,67,51,5.2,1
S02428,21,53,44,72,3.0,1
S02429,21,94,62,89,7.7,1
S02430,19,100,91,85,9.3,1
S02431,20,45,52,61,4.8,1
S02432,24,51,64,55,4.1,1
S02433,18,100,100,100,9.7,1
S02434,23,74,77,78,5.0,1
S02435,22,95,78,54,5.4,1
S02436,20,70,58,81,4.2,1
S02437,22,98,91,100,9.2,1
S02438,19,63,65,62,6.1,1
S02439,19,81,69,86,7.9,1
S02440,19,84,100,100,8.3,1
S02441,17,66,57,73,4.1,1
S02442,22,67,50,60,4.9,1
S02443,20,78,83,100,8.6,1
S02444,24,54,50,96,4.3,1
S02445,20,100,89,88,8.1,1
S02446,21,100,100,89,9.5,1
S02447,21,85,73,78,6.6,1
S02448,23,91,59,87,7.7,1
S02449,24,100,87,81,8.2,1
S02450,21,97,91,95,8.6,1
S02451,19,57,60,47,4.6,1
S02452,20,26,32,33,1.5,0
S02453,22,65,65,71,4.6,1
S02454,19,53,82,59,7.1,1
S02455,17,64,66,77,5.1,1
S02456,21,84,91,60,7.7,1
S02457,19,42,54,39,4.2,1
S02458,19,67,72,71,6.7,1
S02459,17,56,65,52,2.7,1
S02460,18,89,92,100,7.7,1
S02461,20,73,82,72,5.9,1
S02462,22,51,64,47,2.8,1
S02463,23,55,61,62,3.6,1
S02464,18,100,97,73,7.7,1
S02465,21,69,49,69,5.3,1
S02466,19,31,52,36,2.9,0
S02467,24,100,99,99,9.7,1
S02468,17,89,100,80,7.4,1
S02469,17,95,100,88,9.6,1
S02470,24,48,56,66,4.8,1
S02471,20,72,72,69,5.3,1
S02472,18,96,98,100,9.1,1
S02473,23,89,76,51,5.7,1
S02474,20,80,71,81,7.4,1
S02475,24,41,57,44,3.3,1
S02476,19,76,63,75,5.0,1
S02477,24,53,47,54,2.1,1
S02478,20,50,41,56,2.9,1
S02479,22,41,28,29,1.0,0
S02480,17,36,53,50,1.4,1
S02481,17,100,89,80,9.8,1
S02482,21,65,40,32,3.2,1
S02483,21,89,80,64,7.0,1
S02484,24,92,83,90,8.6,1
S02485,23,89,62,80,6.0,1
S02486,19,16,47,11,2.4,0
S02487,22,100,67,99,7.6,1
S02488,18,56,64,76,6.4,1
S02489,20,78,100,64,7.6,1
S02490,23,88,93,87,7.9,1
S02491,19,100,93,100,9.8,1
S02492,21,87,80,81,6.2,1
S02493,24,45,66,72,4.1,1
S02494,20,83,91,61,6.8,1
S02495,21,31,38,36,1.6,0
S02496,24,100,100,83,9.1,1
S02497,20,41,19,65,2.1,1
S02498,18,58,45,66,4.0,1
S02499,19,85,92,100,8.3,1
S02500,20,70,80,69,6.4,1
S02501,22,64,51,53,4.5,1
S02502,23,79,71,65,5.3,1
S02503,17,87,86,100,8.7,1
S02504,22,47,55,54,4.1,1
S02505,22,100,100,93,8.8,1
S02506,23,39,52,44,1.8,1
S02507,17,99,76,86,8.0,1
S02508,22,83,80,82,8.6,1
S02509,20,24,43,47,2.6,0
S02510,20,58,64,62,4.9,1
S02511,20,36,39,47,2.5,1
S02512,17,83,96,93,7.4,1
S02513,22,64,76,92,5.8,1
S02514,24,87,83,67,6.7,1
S02515,17,44,34,45,2.8,1
S02516,20,50,64,40,2.9,1
S02517,23,38,5,42,1.4,0
S02518,22,59,67,51,3.9,1
S02519,22,73,84,75,6.0,1
S02520,21,100,88,100,8.7,1
S02521,21,71,96,49,7.0,1
S02522,18,81,64,70,4.9,1
S02523,24,99,100,92,9.6,1
S02524,24,69,88,88,7.5,1
S02525,19,100,100,85,9.4,1
S02526,24,60,87,84,5.7,1
S02527,21,59,61,64,3.3,1
S02528,17,64,28,47,1.5,1
S02529,24,76,86,92,7.5,1
S02530,21,46,34,36,2.1,0
S02531,18,34,66,48,3.7,1
S02532,22,77,73,80,5.8,1
S02533,24,63,60,63,6.1,1
S02534,18,69,77,92,6.4,1
S02535,22,32,37,44,2.5,0
S02536,23,69,63,67,4.4,1
S02537,23,90,67,100,6.6,1
S02538,22,100,100,89,9.7,1
S02539,24,75,93,83,7.5,1
S02540,19,100,97,100,9.3,1
S02541,21,79,83,97,7.9,1
S02542,17,49,78,70,6.3,1
S02543,17,52,57,43,2.7,1
S02544,20,68,67,76,7.0,1
S02545,22,90,81,94,6.6,1
S02546,17,72,92,71,6.4,1
S02547,24,75,75,69,5.4,1
S02548,19,88,72,65,5.8,1
S02549,22,42,66,66,4.0,1
S02550,19,64,76,72,5.7,1
S02551,24,46,58,38,2.8,1
S02552,17,100,65,76,8.2,1
S02553,17,39,30,25,2.7,0
S02554,20,32,54,33,1.8,0
S02555,17,70,47,74,4.9,1
S02556,22,73,85,94,6.9,1
S02557,24,66,61,73,4.9,1
S02558,23,34,42,61,3.5,1
S02559,24,100,77,70,6.0,1
S02560,22,42,61,68,4.1,1
S02561,22,96,100,99,9.4,1
S02562,20,99,90,100,9.3,1
S02563,20,92,87,67,5.5,1
S02564,17,41,62,74,4.0,1
S02565,18,100,77,94,7.6,1
S02566,24,44,47,48,1.3,1
S02567,24,72,75,43,5.3,1
S02568,18,45,58,69,4.0,1
S02569,20,100,100,94,9.3,1
S02570,17,25,29,32,1.1,0
S02571,18,88,63,54,6.0,1
S02572,17,75,95,84,7.7,1
S02573,17,67,66,68,5.4,1
S02574,17,33,41,27,1.8,0
S02575,21,92,100,81,9.8,1
S02576,22,79,74,76,5.7,1
S02577,17,83,60,86,6.5,1
S02578,21,64,67,54,3.1,1
S02579,20,47,70,82,5.4,1
S02580,18,77,62,63,4.9,1
S02581,22,69,46,41,1.7,1
S02582,23,36,46,33,2.0,0
S02583,18,100,100,71,8.5,1
S02584,22,47,58,75,3.2,1
S02585,23,31,58,63,2.8,1
S02586,18,65,85,52,5.5,1
S02587,22,100,98,87,7.9,1
S02588,18,28,38,40,1.6,0
S02589,18,67,61,70,6.2,1
S02590,23,49,64,40,2.1,1
S02591,18,35,35,44,1.3,0
S02592,18,44,34,50,1.5,1
S02593,23,96,71,94,8.5,1
S02594,20,48,48,43,2.1,1
S02595,17,31,40,38,1.4,0
S02596,24,67,47,76,4.9,1
S02597,19,83,98,96,8.6,1
S02598,21,68,48,55,3.4,1
S02599,19,56,96,63,4.8,1
S02600,19,50,32,44,1.4,1
S02601,22,62,60,59,5.0,1
S02602,17,77,64,83,6.2,1
S02603,22,68,89,60,6.1,1
S02604,17,45,54,53,4.0,1
S02605,23,34,48,64,3.8,1
S02606,23,28,51,30,2.0,0
S02607,24,56,44,41,4.3,1
S02608,17,43,50,44,1.9,1
S02609,18,100,100,65,7.9,1
S02610,20,97,100,82,9.7,1
S02611,24,92,100,100,9.7,1
S02612,24,78,100,89,8.8,1
S02613,18,82,97,90,6.4,1
S02614,20,100,97,67,7.3,1
S02615,22,69,60,54,3.6,1
S02616,20,87,89,82,6.7,1
S02617,22,73,56,52,5.1,1
S02618,23,88,77,79,5.3,1
S02619,19,91,74,91,7.8,1
S02620,23,61,50,35,3.5,1
S02621,23,52,20,57,3.9,1
S02622,19,83,100,100,9.3,1
S02623,20,29,32,33,1.5,0
S02624,24,68,82,50,5.4,1
S02625,20,99,100,98,9.2,1
S02626,22,100,90,100,6.5,1
S02627,18,73,59,67,5.9,1
S02628,22,65,64,71,3.2,1
S02629,18,53,84,50,4.1,1
S02630,23,91,100,93,8.7,1
S02631,19,57,82,81,6.0,1
S02632,23,61,72,69,5.6,1
S02633,17,47,36,40,1.9,1
S02634,20,34,45,46,1.1,1
S02635,18,100,83,100,9.7,1
S02636,22,62,56,64,4.4,1
S02637,19,72,55,69,6.4,1
S02638,18,64,32,40,1.7,1
S02639,22,81,89,100,7.1,1
S02640,20,100,100,97,9.4,1
S02641,23,70,75,66,6.2,1
S02642,20,50,46,31,2.1,1
S02643,21,86,52,51,6.2,1
S02644,17,91,83,90,7.9,1
S02645,21,34,55,71,4.7,1
S02646,19,96,87,88,8.9,1
S02647,18,94,86,77,6.8,1
S02648,19,100,86,80,9.1,1
S02649,23,83,70,78,6.6,1
S02650,22,22,19,51,2.2,0
S02651,20,47,53,50,3.8,1
S02652,21,52,36,70,2.8,1
S02653,24,100,98,84,9.2,1
S02654,21,100,75,88,7.8,1
S02655,23,80,83,90,7.1,1
S02656,21,59,54,55,3.7,1
S02657,23,47,68,47,2.7,1
S02658,24,76,92,67,7.8,1
S02659,19,40,46,83,5.3,1
S02660,20,54,35,49,3.0,1
S02661,18,79,77,82,6.5,1
S02662,22,29,27,48,1.4,0
S02663,18,37,22,50,3.9,0
S02664,19,74,83,64,5.2,1
S02665,22,40,54,62,2.3,1
S02666,21,100,100,86,9.9,1
S02667,24,71,42,76,2.9,1
S02668,24,17,50,36,2.2,0
S02669,17,39,41,35,2.8,0
S02670,19,86,90,87,7.9,1
S02671,19,81,53,90,4.8,1
S02672,20,54,92,50,6.1,1
S02673,18,58,18,37,1.2,0
S02674,19,37,53,45,1.3,1
S02675,19,64,66,65,5.0,1
S02676,21,89,84,93,8.3,1
S02677,21,92,98,84,9.0,1
S02678,22,52,50,35,1.8,1
S02679,23,59,88,69,5.8,1
S02680,23,100,100,81,9.2,1
S02681,17,56,51,61,4.5,1
S02682,23,84,92,85,8.5,1
S02683,20,74,66,40,2.2,1
S02684,17,100,100,100,9.4,1
S02685,22,95,97,63,7.8,1
S02686,21,100,100,94,9.5,1
S02687,23,65,90,100,7.1,1
S02688,18,80,74,47,4.3,1
S02689,21,70,93,100,9.4,1
S02690,24,44,38,55,3.5,1
S02691,20,51,59,51,4.0,1
S02692,21,90,73,65,7.3,1
S02693,20,91,75,87,7.9,1
S02694,20,98,90,100,9.4,1
S02695,20,47,79,45,2.8,1
S02696,22,79,91,86,8.2,1
S02697,20,68,89,95,7.6,1
S02698,20,47,25,45,1.6,0
S02699,24,69,40,43,4.5,1
S02700,18,72,44,56,3.5,1
S02701,17,45,73,74,3.7,1
S02702,19,100,100,98,9.8,1
S02703,24,76,86,45,6.8,1
S02704,17,99,93,87,7.5,1
S02705,20,100,94,96,9.8,1
S02706,18,63,78,39,4.4,1
S02707,21,87,82,67,8.2,1
S02708,18,76,82,76,4.9,1
S02709,24,100,99,83,8.8,1
S02710,20,38,26,37,2.6,0
S02711,18,85,90,96,9.5,1
S02712,23,46,29,43,3.0,0
S02713,18,74,71,59,3.9,1
S02714,20,100,86,82,7.8,1
S02715,22,48,35,47,4.5,1
S02716,23,63,81,69,6.5,1
S02717,18,80,59,70,5.0,1
S02718,19,73,68,84,7.7,1
S02719,19,56,71,51,3.1,1
S02720,18,30,41,64,1.5,1
S02721,22,74,52,65,3.7,1
S02722,21,58,63,77,5.3,1
S02723,20,59,29,46,2.5,1
S02724,19,61,44,62,4.2,1
S02725,21,65,78,57,4.6,1
S02726,18,13,34,50,1.5,0
S02727,24,48,75,72,6.2,1
S02728,21,94,71,96,9.0,1
S02729,23,47,30,49,2.4,1
S02730,17,63,83,75,6.4,1
S02731,19,68,85,100,7.0,1
S02732,18,70,85,56,4.8,1
S02733,24,90,99,73,7.3,1
S02734,20,61,60,71,4.7,1
S02735,24,78,75,61,5.5,1
S02736,22,20,32,34,1.1,0
S02737,23,78,100,67,7.2,1
S02738,18,100,94,85,7.0,1
S02739,20,36,40,45,1.3,1
S02740,22,61,63,56,4.3,1
S02741,22,100,100,100,9.8,1
S02742,18,47,71,41,4.8,1
S02743,23,79,88,60,5.5,1
S02744,21,100,71,92,9.2,1
S02745,21,81,90,68,7.5,1
S02746,22,85,68,52,6.2,1
S02747,21,79,100,84,8.2,1
S02748,17,87,100,100,8.8,1
S02749,22,70,67,81,5.1,1
S02750,22,77,86,61,5.3,1
S02751,20,74,83,70,4.5,1
S02752,21,100,100,100,9.7,1
S02753,23,83,100,96,7.3,1
S02754,22,53,40,38,1.7,1
S02755,24,91,91,70,8.8,1
S02756,23,78,78,68,5.3,1
S02757,17,40,36,29,1.6,0
S02758,20,78,73,63,5.9,1
S02759,18,68,81,60,4.8,1
S02760,23,77,95,88,8.9,1
S02761,22,34,29,51,2.8,0
S02762,17,93,95,97,8.4,1
S02763,19,53,65,68,6.0,1
S02764,17,47,50,45,1.5,1
S02765,17,100,100,98,9.7,1
S02766,20,74,88,80,5.6,1
S02767,18,40,66,53,3.6,1
S02768,19,83,80,65,5.2,1
S02769,21,100,85,86,8.7,1
S02770,21,56,65,54,3.7,1
S02771,23,53,72,39,2.7,1
S02772,17,45,36,35,2.2,0
S02773,24,61,77,65,3.7,1
S02774,20,88,81,73,8.0,1
S02775,24,66,57,63,5.2,1
S02776,20,60,54,63,3.0,1
S02777,21,73,55,43,2.5,1
S02778,23,40,69,68,4.0,1
S02779,23,100,88,89,9.5,1
S02780,23,44,64,46,4.1,1
S02781,19,100,94,80,9.9,1
S02782,18,61,51,84,5.4,1
S02783,19,28,36,35,2.6,0
S02784,22,100,86,100,9.0,1
S02785,22,87,73,54,5.1,1
S02786,24,92,97,98,7.4,1
S02787,18,100,85,100,9.9,1
S02788,21,42,43,20,1.5,0
S02789,18,57,28,30,1.9,0
S02790,20,75,92,92,7.5,1
S02791,22,52,47,61,3.5,1
S02792,17,41,36,58,2.7,1
S02793,17,22,48,33,1.4,0
S02794,21,31,30,62,1.2,1
S02795,20,100,84,87,8.0,1
S02796,24,49,18,31,2.2,0
S02797,19,74,78,63,5.2,1
S02798,20,79,87,61,6.5,1
S02799,17,70,65,83,4.9,1
S02800,17,25,19,30,1.2,0
S02801,24,86,100,93,8.1,1
S02802,22,36,28,32,1.1,0
S02803,20,92,82,78,7.9,1
S02804,20,100,100,70,9.0,1
S02805,17,63,56,71,4.9,1
S02806,19,67,80,86,5.8,1
S02807,21,100,74,56,5.3,1
S02808,23,72,66,43,4.5,1
S02809,21,100,99,100,9.0,1
S02810,20,94,100,73,9.0,1
S02811,21,52,61,73,4.0,1
S02812,17,75,76,65,6.5,1
S02813,17,100,100,82,9.3,1
S02814,24,80,85,100,9.7,1
S02815,20,51,82,57,5.6,1
S02816,24,58,76,57,5.1,1
S02817,20,55,63,59,3.5,1
S02818,23,99,100,68,9.6,1
S02819,23,61,44,66,2.3,1
S02820,22,57,52,74,6.2,1
S02821,20,44,53,39,3.5,1
S02822,19,71,42,42,3.5,1
S02823,21,63,54,74,4.6,1
S02824,20,100,88,100,10.0,1
S02825,18,62,34,57,1.5,1
S02826,22,66,67,65,6.2,1
S02827,18,37,12,45,1.7,0
S02828,17,41,54,52,2.4,1
S02829,23,42,92,73,5.0,1
S02830,21,66,77,83,5.6,1
S02831,20,62,50,44,3.3,1
S02832,18,62,56,55,3.8,1
S02833,21,47,36,35,1.8,0
S02834,17,50,57,55,3.7,1
S02835,23,95,100,100,9.7,1
S02836,19,100,89,77,9.5,1
S02837,22,51,78,71,4.0,1
S02838,21,77,56,59,6.1,1
S02839,21,100,100,91,9.2,1
S02840,19,51,35,53,1.1,1
S02841,21,100,100,92,8.3,1
S02842,17,85,100,100,9.5,1
S02843,17,25,37,28,1.8,0
S02844,19,52,44,35,2.5,1
S02845,22,100,100,100,9.6,1
S02846,20,66,58,64,5.8,1
S02847,18,46,27,32,1.1,0
S02848,20,54,31,65,3.3,1
S02849,21,66,54,52,5.0,1
S02850,18,92,83,84,7.2,1
S02851,24,81,89,84,7.6,1
S02852,19,100,79,100,10.0,1
S02853,19,44,53,49,3.6,1
S02854,22,79,78,64,5.8,1
S02855,18,89,70,58,5.8,1
S02856,17,46,56,69,4.7,1
S02857,18,41,42,39,2.5,1
S02858,21,100,95,100,9.8,1
S02859,17,100,86,88,8.7,1
S02860,23,67,71,56,5.5,1
S02861,23,67,100,72,6.4,1
S02862,24,60,42,46,3.0,1
S02863,23,86,68,83,5.9,1
S02864,19,69,82,77,7.3,1
S02865,18,55,62,66,5.6,1
S02866,23,100,100,100,9.9,1
S02867,20,85,48,82,6.5,1
S02868,22,56,54,80,4.3,1
S02869,20,96,97,100,7.9,1
S02870,23,36,43,37,2.5,0
S02871,24,36,52,73,4.5,1
S02872,22,53,64,77,4.1,1
S02873,21,65,76,83,4.9,1
S02874,20,86,91,98,8.0,1
S02875,24,54,59,79,5.4,1
S02876,18,68,94,83,8.1,1
S02877,18,68,70,63,6.2,1
S02878,20,69,68,54,4.1,1
S02879,23,100,100,68,8.3,1
S02880,24,64,20,68,3.1,1
S02881,18,39,52,48,3.0,1
S02882,21,55,48,84,5.5,1
S02883,17,57,82,38,3.3,1
S02884,23,41,31,51,1.1,1
S02885,24,84,88,72,6.8,1
S02886,21,46,70,54,5.6,1
S02887,24,55,56,85,5.0,1
S02888,22,100,90,100,9.7,1
S02889,21,80,93,75,6.1,1
S02890,23,100,100,92,8.8,1
S02891,22,45,69,51,2.3,1
S02892,23,78,74,75,6.1,1
S02893,18,96,97,82,8.8,1
S02894,17,83,71,68,6.2,1
S02895,23,89,81,100,7.5,1
S02896,23,60,48,92,4.3,1
S02897,18,36,43,61,1.8,1
S02898,19,67,57,71,5.1,1
S02899,18,68,68,58,4.6,1
S02900,22,99,96,82,8.8,1
S02901,18,55,55,44,3.2,1
S02902,18,100,100,91,9.7,1
S02903,17,100,100,100,9.6,1
S02904,18,43,61,74,3.2,1
S02905,24,68,83,68,4.1,1
S02906,23,81,100,82,9.1,1
S02907,24,90,100,100,9.7,1
S02908,17,69,62,62,5.0,1
S02909,20,62,60,31,3.9,1
S02910,19,56,55,73,5.7,1
S02911,24,78,88,70,7.2,1
S02912,17,46,58,45,3.5,1
S02913,22,80,85,80,7.6,1
S02914,20,48,52,35,1.5,1
S02915,17,45,24,39,1.4,0
S02916,17,61,81,61,4.5,1
S02917,19,52,70,37,4.2,1
S02918,23,39,56,75,3.8,1
S02919,24,85,67,56,5.4,1
S02920,22,63,63,46,3.9,1
S02921,21,38,67,45,2.7,1
S02922,24,64,58,55,3.8,1
S02923,21,100,100,100,9.8,1
S02924,17,59,63,66,4.7,1
S02925,18,70,87,72,5.0,1
S02926,22,66,70,77,6.2,1
S02927,20,100,100,100,9.9,1
S02928,18,52,70,56,3.2,1
S02929,18,76,83,57,7.1,1
S02930,24,92,97,79,7.4,1
S02931,22,99,66,89,6.5,1
S02932,23,30,39,90,1.8,1
S02933,17,62,99,65,7.1,1
S02934,17,14,32,46,1.6,0
S02935,17,74,74,68,6.4,1
S02936,17,79,89,100,7.7,1
S02937,24,51,38,34,2.9,1
S02938,21,95,88,98,8.6,1
S02939,17,16,39,22,1.3,0
S02940,21,72,93,86,8.6,1
S02941,21,69,82,65,5.1,1
S02942,23,51,69,64,3.0,1
S02943,17,37,34,32,2.2,0
S02944,19,82,100,100,9.6,1
S02945,20,44,49,42,1.7,1
S02946,18,63,67,53,2.8,1
S02947,21,61,67,70,4.1,1
S02948,22,68,81,61,6.6,1
S02949,22,73,80,81,5.9,1
S02950,20,25,52,38,2.1,0
S02951,22,66,44,68,3.6,1
S02952,19,51,54,56,3.1,1
S02953,22,27,67,48,2.9,1
S02954,18,59,61,56,4.7,1
S02955,18,89,84,91,7.3,1
S02956,21,45,48,66,3.0,1
S02957,17,56,32,54,4.3,1
S02958,23,46,62,48,4.5,1
S02959,19,100,100,100,9.8,1
S02960,21,94,94,80,9.6,1
S02961,19,65,76,72,8.2,1
S02962,17,46,41,40,3.2,1
S02963,24,50,49,36,1.6,1
S02964,22,52,81,41,3.9,1
S02965,22,73,70,31,3.4,1
S02966,23,75,54,56,5.6,1
S02967,17,93,98,94,8.0,1
S02968,21,93,85,76,8.7,1
S02969,23,93,86,86,8.6,1
S02970,17,55,54,83,4.2,1
S02971,20,79,90,80,7.2,1
S02972,18,62,68,61,3.8,1
S02973,23,26,38,29,1.5,0
S02974,23,70,82,100,7.3,1
S02975,21,20,42,31,1.1,0
S02976,19,87,70,60,4.7,1
S02977,20,63,72,74,4.0,1
S02978,21,86,67,78,7.2,1
S02979,17,76,87,86,7.9,1
S02980,17,62,43,53,3.7,1
S02981,17,90,90,85,8.3,1
S02982,24,56,52,60,3.6,1
S02983,17,53,65,72,5.0,1
S02984,19,87,75,75,7.5,1
S02985,20,78,64,71,7.2,1
S02986,22,95,77,92,9.9,1
S02987,18,58,49,34,3.0,1
S02988,19,63,75,60,7.0,1
S02989,19,84,69,79,6.5,1
S02990,24,100,100,100,9.2,1
S02991,22,34,36,57,2.4,1
S02992,22,78,100,56,7.8,1
S02993,18,71,93,70,6.1,1
S02994,18,56,31,41,3.5,1
S02995,22,66,69,69,5.3,1
S02996,17,62,53,53,4.0,1
S02997,19,96,40,81,6.2,1
S02998,21,91,78,93,9.0,1
S02999,18,53,83,50,6.1,1
S03000,24,89,100,65,6.7,1
S03001,24,91,82,70,5.7,1
S03002,18,42,43,42,1.5,1
S03003,22,37,51,35,3.1,1
S03004,20,67,89,49,5.4,1
S03005,21,42,82,57,3.8,1
S03006,21,54,40,31,2.6,1
S03007,18,53,45,48,5.5,1
S03008,17,53,32,52,3.9,1
S03009,20,39,69,47,3.3,1
S03010,21,68,66,56,5.2,1
S03011,18,38,47,37,2.2,1
S03012,24,100,76,95,9.3,1
S03013,21,96,85,83,8.8,1
S03014,23,72,80,83,7.4,1
S03015,20,49,45,39,2.0,1
S03016,20,88,83,88,8.0,1
S03017,23,80,78,99,8.3,1
S03018,19,100,78,95,7.9,1
S03019,24,47,57,59,2.0,1
S03020,23,78,82,88,6.8,1
S03021,22,100,99,92,8.5,1
S03022,22,97,64,68,6.2,1
S03023,18,78,44,73,6.8,1
S03024,20,70,60,55,5.1,1
S03025,19,60,61,71,5.8,1
S03026,19,34,42,47,1.3,1
S03027,21,77,100,69,6.8,1
S03028,21,41,49,41,1.7,1
S03029,23,68,98,56,4.9,1
S03030,19,61,62,58,3.6,1
S03031,23,75,65,65,5.9,1
S03032,24,28,49,37,2.2,0
S03033,23,71,100,72,7.2,1
S03034,21,84,100,93,8.2,1
S03035,20,42,40,46,2.5,1
S03036,23,53,45,38,1.9,1
S03037,17,29,28,49,2.3,0
S03038,20,92,100,87,8.9,1
S03039,19,83,90,84,5.8,1
S03040,19,63,67,55,5.2,1
S03041,23,47,35,42,2.0,1
S03042,20,78,83,61,6.8,1
S03043,21,98,99,87,8.8,1
S03044,21,90,93,69,8.5,1
S03045,22,86,80,85,6.6,1
S03046,19,20,39,51,1.7,0
S03047,18,37,55,53,2.0,1
S03048,22,40,47,40,1.4,1
S03049,21,58,41,43,3.3,1
S03050,20,61,32,36,2.2,1
S03051,24,47,50,71,3.3,1
S03052,21,79,71,79,4.5,1
S03053,20,93,100,98,9.5,1
S03054,22,93,69,69,6.5,1
S03055,19,100,95,100,8.5,1
S03056,21,73,80,73,7.4,1
S03057,23,45,54,47,2.0,1
S03058,20,85,89,99,7.6,1
S03059,19,61,50,44,3.5,1
S03060,24,77,82,88,6.8,1
S03061,24,54,75,65,4.1,1
S03062,18,100,96,100,10.0,1
S03063,20,51,58,42,3.4,1
S03064,22,63,53,46,3.5,1
S03065,18,97,100,99,9.4,1
S03066,18,55,29,21,1.2,0
S03067,17,75,84,83,7.3,1
S03068,21,78,98,89,7.5,1
S03069,20,100,81,100,8.5,1
S03070,18,98,86,82,9.8,1
S03071,17,100,86,100,9.8,1
S03072,22,49,26,62,1.6,1
S03073,19,90,98,94,8.4,1
S03074,23,58,62,65,6.8,1
S03075,23,79,75,74,6.8,1
S03076,20,44,52,45,2.2,1
S03077,18,94,85,82,6.9,1
S03078,23,100,97,99,9.8,1
S03079,21,90,99,98,9.2,1
S03080,23,75,67,64,5.0,1
S03081,23,45,36,43,1.4,1
S03082,23,72,58,55,4.3,1
S03083,24,98,100,85,8.4,1
S03084,17,60,92,74,7.3,1
S03085,18,64,96,89,5.1,1
S03086,21,23,33,58,1.5,0
S03087,18,61,63,70,4.8,1
S03088,24,78,51,82,5.2,1
S03089,20,100,89,100,9.4,1
S03090,20,93,100,80,6.8,1
S03091,20,60,50,39,3.8,1
S03092,22,55,94,67,5.7,1
S03093,23,8,25,37,1.6,0
S03094,22,100,89,85,9.8,1
S03095,17,56,55,42,4.2,1
S03096,20,56,67,73,5.3,1
S03097,24,38,71,63,4.2,1
S03098,21,73,87,66,7.1,1
